,Unnamed: 0,begin,end,filename,shot_id,transcript,soap opera,score
16092,16092,00:32:37:24,00:32:43:01,5266645664934403562.xml,661,"Mum, just leave it.  No. You should be at home  concentrating on your exam. You should be doing your A levels,  going to Oxford and becoming a doctor. I want to be a comedian.",0.0020075365900993347,0.004015073180198669
11432,11432,00:39:30:12,00:39:31:22,5258818087037440299.xml,801,"Still, it shows he cares.  Maybe you should let him go to the gym with you. I don't think so.",0.002000774722546339,0.004001549445092678
11187,11187,00:26:54:13,00:26:57:12,5258818087037440299.xml,556,"I can't live without my laptop, Mum. ",0.0019954645540565252,0.0039909291081130505
11243,11243,00:30:03:20,00:30:05:23,5258818087037440299.xml,612,I'll have you know these  pistons are in good working order.,0.0019927527755498886,0.003985505551099777
16809,16809,01:14:27:17,01:14:30:17,5266645664934403562.xml,1378,"How'd you feel about caviar, Stace? ",0.0019881045445799828,0.0039762090891599655
14844,14844,01:48:11:20,01:48:14:06,5264050645694159353.xml,1995,Just like that.  We stick to the plan. ,0.0019870649557560682,0.0039741299115121365
22964,22964,01:42:18:14,01:42:21:21,5274434588125702436.xml,1871,I accept cash or cheque. ,0.0019870649557560682,0.0039741299115121365
4867,4867,00:27:36:07,00:27:39:14,5251033029316736209.xml,551,What's done is done.  You've  gotta look towards the future!,0.001984003698453307,0.003968007396906614
481,481,00:28:13:04,00:28:15:03,5245830105934359183.xml,482,It was good work out last night. ,0.001974984537810087,0.003949969075620174
6372,6372,01:44:13:16,01:44:15:11,5251033029316736209.xml,2056,We're just starting to be  a proper family again.,0.0019740236457437277,0.003948047291487455
160,160,00:10:07:12,00:10:10:15,5245830105934359183.xml,161,Never really got into the  housekeeping thing myself.,0.001968930009752512,0.003937860019505024
14960,14960,01:55:50:15,01:55:52:23,5264050645694159353.xml,2111,What you doing sitting in the dark? ,0.001965643372386694,0.003931286744773388
5251,5251,00:47:55:12,00:48:00:06,5251033029316736209.xml,935,Everyone makes mistakes.  It was  probably just a bit of bacteria.,0.0019623509142547846,0.003924701828509569
13274,13274,00:20:48:21,00:21:04:09,5264050645694159353.xml,425,"You all right?  Look, have you ever failed  an exam before?",0.001958251465111971,0.003916502930223942
5890,5890,01:20:59:20,01:21:02:16,5251033029316736209.xml,1574,What was the name of that nutter  when we were teenagers?,0.0019576288759708405,0.003915257751941681
8513,8513,01:46:17:15,01:46:25:13,5253646087419594905.xml,1904,So do you remember that chat  we had a little while ago?,0.0019523606169968843,0.0039047212339937687
596,596,00:34:04:07,00:34:07:07,5245830105934359183.xml,597,"It's perfectly safe actually, Arch. ",0.0019497036701068282,0.0038994073402136564
16274,16274,00:41:02:15,00:41:06:03,5266645664934403562.xml,843,but I never really got the chance.  I had a part in a play once. Yeah? Daffy the Daffodil.,0.0019394633127376437,0.0038789266254752874
11340,11340,00:34:39:07,00:34:41:06,5258818087037440299.xml,709,Nothing happened. ,0.0019377688877284527,0.0038755377754569054
2659,2659,00:30:32:20,00:30:33:14,5248439298566680341.xml,579,"What is it?  No, really, it's nothing.",0.0019351216033101082,0.0038702432066202164
21554,21554,00:25:47:15,00:25:51:14,5274434588125702436.xml,461,It's the same principle. ,0.0019345162436366081,0.0038690324872732162
12714,12714,01:50:36:01,01:50:39:18,5258818087037440299.xml,2083,Give up comedy. ,0.001926319906488061,0.003852639812976122
18120,18120,00:32:17:23,00:32:22:02,5269245838135402929.xml,584,and do some shopping  on the way back.,0.001919455244205892,0.003838910488411784
16047,16047,00:30:49:22,00:30:51:23,5266645664934403562.xml,616,"Yeah, then you'll need to know  the numbers. Tell me, then.",0.0019084694795310497,0.0038169389590620995
4369,4369,00:02:43:09,00:02:45:00,5251033029316736209.xml,53,Max!  Make us a cup of tea! ,0.0019051432609558105,0.003810286521911621
16377,16377,00:48:32:08,00:48:36:16,5266645664934403562.xml,946,"Go and get a pen and paper, and  we'll write down the ones we tried. Oh, Ian this is stupid. Got it!",0.0018976086284965277,0.0037952172569930553
18748,18748,01:10:43:03,01:10:50:06,5269245838135402929.xml,1212,"I mean, obviously it's got to taste  fantastic and it's got to have that wow factor... you see, cos it's for my  little brother, he's 12.",0.001894372864626348,0.003788745729252696
21604,21604,00:29:09:13,00:29:11:11,5274434588125702436.xml,511,"After school, we'll go and choose  a puppy. That's the best thing ever!",0.0018847653409466147,0.0037695306818932295
3527,3527,01:11:35:19,01:11:38:05,5248439298566680341.xml,1447,I feel like family already. ,0.0018815812654793262,0.0037631625309586525
1141,1141,01:02:00:06,01:02:02:11,5245830105934359183.xml,1142,"You couldn't bring us up  a cup of coffee could you, love?",0.0018672451842576265,0.003734490368515253
13301,13301,00:22:06:01,00:22:07:02,5264050645694159353.xml,452,"Well, we weren't exactly playing  party games. No cuts and bruises.",0.001863859361037612,0.003727718722075224
22575,22575,01:21:59:22,01:22:00:17,5274434588125702436.xml,1482,I should still be in hospital.  No. You should be in the morgue.,0.0018622145289555192,0.0037244290579110384
10801,10801,00:06:40:19,00:06:49:21,5258818087037440299.xml,170,Penny can come down  at the weekends. I got them to chuck in the chickens.  Eh? Just in case he wants to run around  with them when he's toddling. And I got these for the girls. ,0.0018455378012731671,0.0036910756025463343
14701,14701,01:39:14:23,01:39:20:09,5264050645694159353.xml,1852,What's this?  It's...handcuffs. ,0.0018325276905670762,0.0036650553811341524
3768,3768,01:23:29:02,01:23:32:16,5248439298566680341.xml,1688,"We're still  sticking to our plan, yeah? Yeah, course we are. ",0.0018297017086297274,0.0036594034172594547
13553,13553,00:34:52:14,00:34:59:02,5264050645694159353.xml,704,"Just family business,  you know what it's like? Yeah, fine, I'll bring it then. ",0.0018294614274054766,0.003658922854810953
1795,1795,01:37:23:11,01:37:25:00,5245830105934359183.xml,1796,It's a spare part for my Merc.  Phil ordered it for me.,0.0018152986885979772,0.0036305973771959543
17876,17876,00:16:53:22,00:16:57:19,5269245838135402929.xml,340,"I've got a bottle of bubbly in  the fridge, and I think now is an appropriate time to open it.",0.0018143882043659687,0.0036287764087319374
5943,5943,01:23:32:17,01:23:35:11,5251033029316736209.xml,1627,Not some random tart. ,0.001796067925170064,0.003592135850340128
28,28,00:01:39:13,00:01:41:24,5245830105934359183.xml,29,"Fancy a coffee?  While I'm gone,",0.0017938081873580813,0.0035876163747161627
6183,6183,01:34:49:05,01:34:52:04,5251033029316736209.xml,1867,I wasn't snooping. ,0.0017860396765172482,0.0035720793530344963
411,411,00:24:26:15,00:24:34:01,5245830105934359183.xml,412,Fightercise is not some flaky class  where you do a few jabs and skip about a bit. What I'm gonna be teaching  you is proper boxing training.,0.0017714932328090072,0.0035429864656180143
19264,19264,00:11:37:20,00:11:43:07,5271844722846213628.xml,234,"Yeah, he's kind, strong and he's  ever so good with the kids. Seriously, Denise. ",0.001771461684256792,0.003542923368513584
3660,3660,01:17:59:05,01:18:01:14,5248439298566680341.xml,1580,"So if you could all walk down here  please, and take full advantage of my lovely flowerpots.",0.001766303670592606,0.003532607341185212
6883,6883,00:16:20:06,00:16:22:08,5253646087419594905.xml,274,You deserve to know what you're  getting into. I ain't aware of getting into nothing.,0.0017612860538065434,0.0035225721076130867
14318,14318,01:18:21:21,01:18:24:19,5264050645694159353.xml,1469,Granddad's medal. ,0.0017580573912709951,0.0035161147825419903
130,130,00:07:49:00,00:07:57:08,5245830105934359183.xml,131,"Blimey, it's a proper date, then?  We're going for a drink.  How much are you paying her? What do you think?  You trying to pull, or get an overdraft?",0.0017574718222022057,0.0035149436444044113
21703,21703,00:33:19:17,00:33:26:22,5274434588125702436.xml,610,Right.  And she goes to a whole  heap of classes now too. Aquaerobics.  Yoga.  Spinning. ,0.0017460949020460248,0.0034921898040920496
9986,9986,01:14:04:14,01:14:07:01,5256228221757951173.xml,1275,"It was probably junk, anyway. ",0.0017456796485930681,0.0034913592971861362
3836,3836,01:27:48:18,01:27:58:04,5248439298566680341.xml,1756,"See the sights.  Right... Big Ben, Tower of London...  Walford Park(!) His auntie booked the B  Claims she knows London  like the back of her hand.",0.001744267181493342,0.003488534362986684
16513,16513,00:56:40:03,00:56:45:13,5266645664934403562.xml,1082,"You two off flat-hunting, are you?  Wow.  You should have  your own detective show.",0.0017366555985063314,0.003473311197012663
20544,20544,01:19:33:12,01:19:36:01,5271844722846213628.xml,1514,Your hair looks pretty. ,0.0017293553100898862,0.0034587106201797724
5394,5394,00:55:42:21,00:55:44:02,5251033029316736209.xml,1078,I got a job at Hungry Hanks! ,0.0017242846079170704,0.0034485692158341408
14371,14371,01:21:10:19,01:21:12:00,5264050645694159353.xml,1522,You prove how strong you are. ,0.0017215379048138857,0.0034430758096277714
21302,21302,00:11:23:20,00:11:27:00,5274434588125702436.xml,209,Was there any situation where you  felt you were in physical danger?,0.0017213061219081283,0.0034426122438162565
308,308,00:18:12:00,00:18:13:22,5245830105934359183.xml,309,"What, a house-warming?  Yeah, why not?  A few faces from the Square.",0.0017207367345690727,0.0034414734691381454
18659,18659,01:06:12:22,01:06:17:07,5269245838135402929.xml,1123,"Me too.  See, it's always better  to persuade people with words.",0.0017085979925468564,0.003417195985093713
15728,15728,00:15:00:18,00:15:03:19,5266645664934403562.xml,297,I got a report from the hospital. ,0.0017028757138177752,0.0034057514276355505
17827,17827,00:14:07:19,00:14:12:10,5269245838135402929.xml,291,It's like the end of an era. ,0.001697256462648511,0.003394512925297022
8164,8164,01:27:50:08,01:27:52:18,5253646087419594905.xml,1555,"You love being in this play,  you know you do.",0.0016934568993747234,0.003386913798749447
17904,17904,00:18:27:19,00:18:34:01,5269245838135402929.xml,368,"These are good.  Did you write them?  You know, I really do  think this could work. But a good professional relationship  relies on being straight from the off.",0.0016906684031710029,0.0033813368063420057
4930,4930,00:30:13:22,00:30:19:01,5251033029316736209.xml,614,"I'll pay you for it, all right?  Whatever it takes. Forget it! If you're stupid enough  to leave that lying around,",0.0016872052801772952,0.0033744105603545904
22221,22221,01:03:02:21,01:03:07:02,5274434588125702436.xml,1128,"The joys of parenthood, eh?  Just the usual teenage stuff.  Come in.",0.0016849810490384698,0.0033699620980769396
20762,20762,01:33:06:13,01:33:08:14,5271844722846213628.xml,1732,"a steering wheel, and I've  got that rally soon.",0.001677963649854064,0.003355927299708128
7250,7250,00:36:20:04,00:36:26:10,5253646087419594905.xml,641,She likes a drink.  She likes men. ,0.0016624840209260583,0.0033249680418521166
5713,5713,01:12:19:10,01:12:21:24,5251033029316736209.xml,1397,Heater?  What?,0.0016614601481705904,0.003322920296341181
4828,4828,00:26:05:23,00:26:07:00,5251033029316736209.xml,512,That was for us.  Our new life.  We'll find another way.,0.001650088932365179,0.003300177864730358
15231,15231,02:11:55:04,02:11:57:10,5264050645694159353.xml,2382,"Everything carefully arranged,  nothing out of place.",0.0016477173194289207,0.0032954346388578415
22383,22383,01:10:12:21,01:10:15:05,5274434588125702436.xml,1290,They drove off a cliff. ,0.0016314875101670623,0.0032629750203341246
5980,5980,01:25:31:15,01:25:36:08,5251033029316736209.xml,1664,Peter!  Your porridge is getting cold. ,0.0016258987598121166,0.0032517975196242332
17192,17192,01:35:32:04,01:35:35:02,5266645664934403562.xml,1761,I loved the tigers  more than anything.,0.001619276124984026,0.003238552249968052
19139,19139,00:05:46:13,00:05:47:21,5271844722846213628.xml,109,are all beauticians  as thick as you are?,0.0016191304894164205,0.003238260978832841
10893,10893,00:11:26:13,00:11:31:24,5258818087037440299.xml,262,You've got a teenage boy...  internet...,0.0016187448054552078,0.0032374896109104156
3637,3637,01:16:50:16,01:16:52:00,5248439298566680341.xml,1557,Do us all proud  an' get it in the photo.,0.0016160912346094847,0.0032321824692189693
6011,6011,01:27:01:21,01:27:05:06,5251033029316736209.xml,1695,"Save money and the planet, you know. ",0.0016130878357216716,0.003226175671443343
3153,3153,00:55:00:18,00:55:03:04,5248439298566680341.xml,1073,It's only a play.  I don't see what's the big deal.,0.0015907477354630828,0.0031814954709261656
17857,17857,00:15:58:19,00:16:00:23,5269245838135402929.xml,321,"Icing would work, if we make it  really thick and plaster it on.",0.0015858311671763659,0.0031716623343527317
686,686,00:38:42:04,00:38:46:03,5245830105934359183.xml,687,To a cup of tea and biscuit.  Where am I gonna find 500?,0.0015851578209549189,0.0031703156419098377
4755,4755,00:22:48:00,00:22:49:13,5251033029316736209.xml,439,"You are such a boy scout, Bradley.  Hang on a minute.  I'm sure I've seen one somewhere. Thanks.",0.0015808173920959234,0.003161634784191847
17330,17330,01:43:24:13,01:43:26:14,5266645664934403562.xml,1899,"Thank you, Jesus. ",0.0015748338773846626,0.0031496677547693253
12442,12442,01:34:30:21,01:34:37:20,5258818087037440299.xml,1811,"Improvise.  Adapt.  Overcome.  That's what they teach  you in the Army, Archie. Yeah.  But do they teach you about  sleepless nights and dirty nappies",0.0015695634065195918,0.0031391268130391836
5757,5757,01:14:15:20,01:14:31:13,5251033029316736209.xml,1441,"Oh, yeah, all right.  I tried out  for a school play once myself. I just went blank.  I like it.  I bet you do, Romeo, with a fit Julie like that. It's just a play.  A golden opportunity more like.  Get her in a clinch  and watch them sparks fly.",0.0015646254178136587,0.0031292508356273174
3467,3467,01:09:00:22,01:09:02:17,5248439298566680341.xml,1387,"I mean, standing outside like  we're royalty or something. What've I got to show off about?",0.0015634313458576798,0.0031268626917153597
10351,10351,01:37:09:05,01:37:13:17,5256228221757951173.xml,1640,Your little toy town nightclub.  When you think of  the places I used to run.,0.0015615634620189667,0.0031231269240379333
5573,5573,01:05:11:05,01:05:13:16,5251033029316736209.xml,1257,Uniforms?  For the inspection!,0.0015585257206112146,0.0031170514412224293
19834,19834,00:41:32:21,00:41:43:01,5271844722846213628.xml,804,"Bit cold for a picnic, innit?  Look I gotta go cos I  gotta get back to work. OK. What's all this in aid of? ",0.001557396026328206,0.003114792052656412
11407,11407,00:37:50:13,00:37:54:10,5258818087037440299.xml,776,if someone wanted to find  certain things on the internet...,0.0015546195209026337,0.0031092390418052673
9295,9295,00:34:40:02,00:34:44:22,5256228221757951173.xml,584,"But we'll be all right though,  won't we? Look, it's just a doctor thing, it's nothing important.",0.001550676068291068,0.003101352136582136
9799,9799,01:02:53:22,01:02:55:19,5256228221757951173.xml,1088,No bad pictures.  Honeymoon present from Dad.,0.0015256275655701756,0.0030512551311403513
21872,21872,00:42:52:01,00:42:56:08,5274434588125702436.xml,779,"Patrick, I've got kids waiting  for a table tennis tournament. I can't stop.",0.0015253149904310703,0.0030506299808621407
40,40,00:02:19:05,00:02:20:24,5245830105934359183.xml,41,For a Teletubby.  That's not what my last fare thought.,0.0015132452826946974,0.0030264905653893948
211,211,00:13:34:14,00:13:37:17,5245830105934359183.xml,212,"Whatever games you think  you're gonna play,",0.0015066058840602636,0.0030132117681205273
17028,17028,01:26:29:11,01:26:39:16,5266645664934403562.xml,1597,"What about this one, look.  It's got a little garden, close...to the railway.  It's practically on the tracks.  All right, look, there'll be  something decent out there. We've just got to keep looking.",0.001506082247942686,0.003012164495885372
16999,16999,01:24:57:24,01:25:00:09,5266645664934403562.xml,1568,It's a dreadful business. ,0.001501818303950131,0.003003636607900262
1245,1245,01:08:01:10,01:08:02:22,5245830105934359183.xml,1246,"Get out on this pitch,  grab the game.  Grab it.",0.001498452969826758,0.002996905939653516
19867,19867,00:44:03:09,00:44:05:14,5271844722846213628.xml,837,I do like a good Murder She Wrote. ,0.0014884383417665958,0.0029768766835331917
20865,20865,01:39:37:20,01:39:41:00,5271844722846213628.xml,1835,"Oh, behave.  This is for charity. ",0.001488386420533061,0.002976772841066122
5247,5247,00:47:24:21,00:47:31:01,5251033029316736209.xml,931,"And a comic.  All right, tiger.  You drive a hard bargain.  High five.",0.0014859031653031707,0.0029718063306063414
5168,5168,00:42:46:09,00:42:53:18,5251033029316736209.xml,852,"So, if you give him regular access  on a permanent basis I think he might see a way forward.  Leave you and Jack alone.",0.001483815023675561,0.002967630047351122
2475,2475,00:20:54:04,00:20:58:01,5248439298566680341.xml,395,"What you on about?  You're starring in the school play, darling.  Peggy Mitchell is going to hate that!",0.0014688248047605157,0.0029376496095210314
402,402,00:23:17:18,00:23:18:19,5245830105934359183.xml,403,"Welcome to Fightercise, ",0.0014612125232815742,0.0029224250465631485
6797,6797,00:11:02:21,00:11:04:01,5253646087419594905.xml,188,and your conspiracy theories and go  and waste somebody else's time?,0.0014598654815927148,0.0029197309631854296
6025,6025,01:27:47:17,01:27:53:00,5251033029316736209.xml,1709,"What did she want?  Oh, just about the play.",0.001456908299587667,0.002913816599175334
6075,6075,01:30:10:17,01:30:12:00,5251033029316736209.xml,1759,What drugs were you on  when you thought that up?,0.0014389825519174337,0.0028779651038348675
18265,18265,00:41:14:00,00:41:17:01,5269245838135402929.xml,729,Are you saying  it was a Government decision?,0.0014381990768015385,0.002876398153603077
17903,17903,00:18:24:03,00:18:27:18,5269245838135402929.xml,367,Locking the car door. ,0.0014283837517723441,0.0028567675035446882
20547,20547,01:19:44:24,01:19:51:15,5271844722846213628.xml,1517,"Yeah, that's right - a cot.  You think I can't change? ",0.0014241636963561177,0.0028483273927122355
6652,6652,00:03:18:04,00:03:19:22,5253646087419594905.xml,43,I want the Leo the Lion toy. ,0.0014206661144271493,0.0028413322288542986
9168,9168,00:26:38:22,00:26:40:15,5256228221757951173.xml,457,You are a kindred spirit. ,0.0014202252496033907,0.0028404504992067814
5281,5281,00:49:36:09,00:49:40:10,5251033029316736209.xml,965,"Roberto Cavalli, and us just  getting these copies in from his Milan show...",0.0014143557054921985,0.002828711410984397
3080,3080,00:50:47:13,00:50:49:13,5248439298566680341.xml,1000,and that we are but specks of dust  that float briefly through an infinity of nothingness.,0.0014103661524131894,0.002820732304826379
13191,13191,00:16:19:22,00:16:27:20,5264050645694159353.xml,342,BANG!  What was that? Will you stop worrying! You're worse than my mum.  It was probably just a firework.  What else is it gonna be?,0.0014098644023761153,0.0028197288047522306
7318,7318,00:40:37:12,00:40:40:02,5253646087419594905.xml,709,"That's not all!  I'd like a manicure,  please, if you can fit me in?",0.0014028990408405662,0.0028057980816811323
22570,22570,01:21:17:00,01:21:35:09,5274434588125702436.xml,1477,"What music I like.  What books I read. How I'm feeling.  Well, then, tell me.  Tell me all  those things.  I want to know. You don't really care.  You just want to stop me  from moving in with Uncle Jack.",0.0014011963503435254,0.002802392700687051
18369,18369,00:49:26:00,00:49:32:14,5269245838135402929.xml,833,"and the bank that  likes to say ""yes"".",0.0013992193853482604,0.002798438770696521
19309,19309,00:14:05:10,00:14:09:10,5271844722846213628.xml,279,What about it?  I stole it out your wardrobe and  I wore it to the under-14s disco.,0.0013814682606607676,0.002762936521321535
6755,6755,00:08:58:06,00:08:59:18,5253646087419594905.xml,146,You can't go to the cinema  on your own.,0.0013713232474401593,0.0027426464948803186
9994,9994,01:14:59:04,01:15:03:23,5256228221757951173.xml,1283,What are you grinning at?  Nothing.  Come here.,0.0013607791624963284,0.0027215583249926567
17820,17820,00:13:37:24,00:13:41:07,5269245838135402929.xml,284,Yeah.  Lovely food.  Your bloke's  pretty tasty too.,0.0013547008857131004,0.002709401771426201
18691,18691,01:08:06:01,01:08:13:21,5269245838135402929.xml,1155,"on my recipes and my cooking and my  belief that this will work,",0.001351208658888936,0.002702417317777872
14172,14172,01:09:33:10,01:09:51:23,5264050645694159353.xml,1323,I hate apples.  PHONE BEEPS You've got a text.  Cheers.,0.0013486871030181646,0.0026973742060363293
13250,13250,00:19:48:11,00:19:51:22,5264050645694159353.xml,401,"Don't be silly, Roxy!  It might be fancy dress, but I don't wanna look stupid!",0.0013459674082696438,0.0026919348165392876
16768,16768,01:11:22:00,01:11:24:03,5266645664934403562.xml,1337,You can do your homework  when you get back.,0.0013434391003102064,0.002686878200620413
2505,2505,00:22:06:10,00:22:10:23,5248439298566680341.xml,425,"Ain't it marvellous?!  I go out to work, I'm fine all day.  The minute  I step through the door,",0.0013399193994700909,0.0026798387989401817
8809,8809,00:05:25:18,00:05:27:16,5256228221757951173.xml,98,"You know, like Noah.  Well, the second a motor turns up you're back on dry land.",0.0013334481045603752,0.0026668962091207504
53,53,00:03:05:23,00:03:10:16,5245830105934359183.xml,54,"What's that?  A pair for every day of  the month? A girl can never have  too many shoes. We don't have room for this.  If you don't like it, you know what you can do...",0.001329728402197361,0.002659456804394722
17234,17234,01:37:36:02,01:37:39:04,5266645664934403562.xml,1803,"Right, Abs.  How's that salad  coming on, eh? Needs more tomatoes.",0.0013226501177996397,0.0026453002355992794
802,802,00:44:27:11,00:44:28:06,5245830105934359183.xml,803,"I can show you a few punches,  wanna see one?",0.0013198364758864045,0.002639672951772809
12302,12302,01:24:58:03,01:25:01:09,5258818087037440299.xml,1671,"Anyway, it's a shame to let  a perfectly good pizza go to waste.",0.0013162518152967095,0.002632503630593419
7488,7488,00:49:44:23,00:49:48:19,5253646087419594905.xml,879,Me and Ricky were just talking  about true love. I've got a son to consider  in all this.,0.0013135308399796486,0.002627061679959297
19097,19097,00:04:01:12,00:04:05:13,5271844722846213628.xml,67,I'm not drunk.  Of course you're not.  Look at you.  All pumped up  like you're in some gladiator movie.,0.0013117616763338447,0.0026235233526676893
6677,6677,00:04:44:07,00:04:47:07,5253646087419594905.xml,68,There should be a couple  of bank statements... Nope.,0.0013098770286887884,0.002619754057377577
2092,2092,00:00:52:15,00:00:54:13,5248439298566680341.xml,12,That's what elephants do.  Yeah.  Whatever.,0.001308633480221033,0.002617266960442066
17104,17104,01:30:40:22,01:30:43:01,5266645664934403562.xml,1673,"That's a bit much for the two of us.  Just a sandwich will do.  Well, we've got company.",0.0012946596834808588,0.0025893193669617176
5312,5312,00:51:26:08,00:51:29:00,5251033029316736209.xml,996,She had the prawn sandwich. ,0.0012942932080477476,0.0025885864160954952
14520,14520,01:30:32:05,01:30:36:02,5264050645694159353.xml,1671,"You're back.  I tried to call you, but your phone must have been switched off. It was definitely on.",0.0012921782908961177,0.0025843565817922354
11260,11260,00:30:37:15,00:30:41:07,5258818087037440299.xml,629,These go for a hundred nicker  up west.  Hold them back for the serious punter.,0.0012907065683975816,0.002581413136795163
18230,18230,00:38:19:01,00:38:21:15,5269245838135402929.xml,694,How about I pick up  the paperwork later?,0.0012905015610158443,0.0025810031220316887
20319,20319,01:07:49:10,01:07:51:04,5271844722846213628.xml,1289,"Oh, I'm not sure.  Peggy, it's so prewar.",0.0012869861675426364,0.002573972335085273
7347,7347,00:42:19:08,00:42:22:10,5253646087419594905.xml,738,Have you ever been to a school  reunion? Dunno why anyone bothers.,0.0012862668372690678,0.0025725336745381355
10226,10226,01:29:01:06,01:29:03:12,5256228221757951173.xml,1515,I better give  social services a bell.,0.0012837800895795226,0.0025675601791590452
4966,4966,00:33:00:12,00:33:04:20,5251033029316736209.xml,650,There was uncooked chicken  and a prawn sandwich.,0.0012634393060579896,0.002526878612115979
21247,21247,00:08:22:21,00:08:27:06,5274434588125702436.xml,154,"Kids can spot market gear, you know.  So, it doesn't have to always be  about labels.",0.0012613096041604877,0.0025226192083209753
11182,11182,00:26:41:23,00:26:45:02,5258818087037440299.xml,551,"You do so much brain work all the  time, I thought you might like something to do with your hands.",0.0012552229454740882,0.0025104458909481764
21117,21117,00:01:41:07,00:01:43:02,5274434588125702436.xml,24,"That's enough Eskimos, Ben,  time for school.",0.001246849074959755,0.00249369814991951
17735,17735,00:08:32:06,00:08:34:04,5269245838135402929.xml,199,"In the meantime, get them computer  games from your room.  Stick 'em in the box with the DVDs.",0.0012388151371851563,0.0024776302743703127
16679,16679,01:05:47:06,01:05:51:16,5266645664934403562.xml,1248,"I know you're too old to be  impressed by a sparkler and a few crappy Catherine wheels,",0.0012369111645966768,0.0024738223291933537
11572,11572,00:46:28:03,00:46:30:07,5258818087037440299.xml,941,"Right, have fun.  Er...  you've never said which gym it is.",0.0012314275372773409,0.0024628550745546818
22207,22207,01:02:41:21,01:02:43:07,5274434588125702436.xml,1114,"To see Pure Lightning, my favourite  band. Where'd you get the money for that?",0.0012239905772730708,0.0024479811545461416
6905,6905,00:17:20:08,00:17:24:13,5253646087419594905.xml,296,Here you go.  Season four of Lost  and two pints of the Vic's finest.,0.0012211287394165993,0.0024422574788331985
663,663,00:37:29:04,00:37:37:21,5245830105934359183.xml,664,"I thought we could stick  some stickers on it. Little bears and trains and...  It's great.  No, it's not dry. Anyone want to give me a hand?  No, not really.",0.0012203273363411427,0.0024406546726822853
4004,4004,01:36:34:15,01:36:37:01,5248439298566680341.xml,1924,"That's good, isn't it?  He's so reliable I'd trust him with my life.",0.0012127005029469728,0.0024254010058939457
13841,13841,00:49:54:17,00:49:55:22,5264050645694159353.xml,992,"Oh, you know, just a  bit of biz-speak. What speak?",0.001208866247907281,0.002417732495814562
8521,8521,01:46:40:00,01:46:40:24,5253646087419594905.xml,1912,Might be different if you were away.  No prying eyes. Nothing's gonna happen when we're away either.,0.001208547386340797,0.002417094772681594
9910,9910,01:09:37:24,01:09:40:10,5256228221757951173.xml,1199,"Oysters...mussels, maybe...  asparagus.",0.0012066668132320046,0.0024133336264640093
121,121,00:07:06:08,00:07:10:19,5245830105934359183.xml,122,Got yourself a proper  little housekeeper there.,0.0011985101737082005,0.002397020347416401
14058,14058,01:02:39:18,01:02:42:01,5264050645694159353.xml,1209,I'm gonna find my daughter before  she does something stupid? I'll go. You don't go anywhere near her.,0.0011955584632232785,0.002391116926446557
18582,18582,01:00:44:22,01:00:51:23,5269245838135402929.xml,1046,"Yeah, I want to put in an order  for the four-tiered mermaid cake, with the marzipan dolphins. For tonight.  A month? ",0.0011937532108277082,0.0023875064216554165
22187,22187,01:00:37:06,01:00:40:06,5274434588125702436.xml,1094,Where's your sense of adventure? ,0.0011867191642522812,0.0023734383285045624
10943,10943,00:13:40:13,00:13:50:22,5258818087037440299.xml,312,"You've got your own postcode,  but I still ain't wearing that! Come on, you - change.  You just stay right where you are.  I'll make you a nice cup of tea.",0.001182399457320571,0.002364798914641142
1589,1589,01:25:11:19,01:25:12:22,5245830105934359183.xml,1590,Something very disturbing. ,0.001181627158075571,0.002363254316151142
14235,14235,01:13:18:14,01:13:23:02,5264050645694159353.xml,1386,"They're gonna throw  the book at you, mate. Ladies first. ",0.0011810484575107694,0.0023620969150215387
21899,21899,00:45:21:16,00:45:26:03,5274434588125702436.xml,806,"Ruby, two words - back hand. ",0.0011787755647674203,0.0023575511295348406
4214,4214,01:49:42:01,01:49:43:19,5248439298566680341.xml,2134,No more skeletons in the closet. ,0.001169496914371848,0.002338993828743696
3847,3847,01:28:21:01,01:28:23:23,5248439298566680341.xml,1767,So what about you two?  We're in fashion.,0.0011673113331198692,0.0023346226662397385
3840,3840,01:28:07:04,01:28:09:22,5248439298566680341.xml,1760,"What, as in Baywatch? ",0.0011637068819254637,0.0023274137638509274
18890,18890,01:19:31:24,01:19:40:23,5269245838135402929.xml,1354,"It's very impressive.  Shirley made it so it'll taste great too. I can vouch for that...  I licked out the bowl, all  the utensils, everything...",0.0011574183590710163,0.0023148367181420326
17239,17239,01:37:46:17,01:37:49:02,5266645664934403562.xml,1808,It's just routine.  I told you. ,0.0011492568301036954,0.002298513660207391
18168,18168,00:35:03:21,00:35:08:11,5269245838135402929.xml,632,"This is all fantasy, Masood.  We have to be realistic.",0.0011461684480309486,0.0022923368960618973
7173,7173,00:32:31:03,00:32:34:22,5253646087419594905.xml,564,Please don't think  you can do gay humour!,0.0011419099755585194,0.0022838199511170387
5594,5594,01:06:25:10,01:06:29:04,5251033029316736209.xml,1278,There you go.  Thanks. You know that posh bubble bath I've  got.  You can use some if you like.,0.001141196582466364,0.002282393164932728
2785,2785,00:36:23:10,00:36:24:00,5248439298566680341.xml,705,Wrap up warm.  I hope this is a wind-up.,0.0011391188018023968,0.0022782376036047935
8740,8740,00:01:55:20,00:01:57:20,5256228221757951173.xml,29,You're a good little worker. ,0.0011353307636454701,0.0022706615272909403
